date,open,high,low,close,volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume,is_trading_day
2018-01-02 05:30:00,13538.4,13567.71,13450.96,13452.0,141.917339,1792,52.794855,713760.63978393,1
2018-01-02 06:00:00,13455.24,13500.0,13355.01,13415.0,193.838695,1883,94.775958,1272078.74512661,1
2018-01-02 06:30:00,13426.33,13500.0,13365.0,13380.0,151.3798,2130,55.815023,748885.41954996,1
2018-01-02 07:00:00,13382.16,13700.04,13382.16,13700.04,173.773141,2270,84.420646,1142572.68560353,1
2018-01-02 07:30:00,13700.0,13850.0,13672.89,13750.01,292.822973,3741,170.534953,2346964.04443303,1
2018-01-02 08:00:00,13769.98,13800.0,13659.45,13686.0,249.625954,2675,126.770348,1740135.86361423,1
2018-01-02 08:30:00,13686.0,13702.59,13590.0,13600.0,267.835971,3337,90.159186,1231961.6612646,1
2018-01-02 09:00:00,13611.93,13678.33,13407.98,13437.17,443.410314,5585,156.249114,2116503.30258481,1
2018-01-02 09:30:00,13437.11,13583.0,13398.0,13522.0,271.124467,3817,125.058804,1688858.60107961,1
2018-01-02 10:00:00,13520.32,13539.98,13231.96,13400.0,384.966284,4031,192.036169,2562533.44499392,1
2018-01-02 10:30:00,13400.0,13449.76,13306.0,13353.78,281.973822,2856,156.321748,2092755.39570995,1
2018-01-02 11:00:00,13353.78,13480.84,13012.0,13047.0,456.082487,3984,248.319832,3309359.36988382,1
2018-01-02 11:30:00,13047.0,13200.0,12890.02,13127.31,536.33644,4730,255.730303,3340185.22431482,1
