split,group,tp_threshold,sample_count,hit_count,hit_rate,miss_count,miss_return_mean,close_h2_return_mean,two_sided_count,two_sided_rate
test,p2_exit_after_h2_selected,0.0005,1215,1203,0.9901234567901235,12,-0.008419875950379388,0.0018715271359150659,,
test,p2_exit_after_h2_selected,0.001,1215,1196,0.9843621399176955,19,-0.007557745857885261,0.0018715271359150659,,
test,p2_exit_after_h2_selected,0.0015,1215,1167,0.9604938271604938,48,-0.005542132016357092,0.0018715271359150659,,
test,p2_exit_after_h2_selected,0.002,1215,1115,0.9176954732510288,100,-0.003645399392526438,0.0018715271359150659,,
test,p2_exit_after_h2_selected,0.0025000000000000005,1215,1025,0.8436213991769548,190,-0.002738177390334436,0.0018715271359150659,,
test,p2_exit_after_h2_selected,0.003,1215,929,0.7646090534979424,286,-0.002240203361300412,0.0018715271359150659,,
test,p2_exit_after_h2_selected,0.0034999999999999996,1215,820,0.6748971193415638,395,-0.0016712872541598091,0.0018715271359150659,,
test,p2_exit_after_h2_selected,0.004,1215,713,0.5868312757201646,502,-0.0013750773821546354,0.0018715271359150659,,
test,p2_exit_after_h2_selected,0.0045000000000000005,1215,608,0.5004115226337449,607,-0.0008384864195072648,0.0018715271359150659,,
test,p2_exit_after_h2_selected,0.005,1215,520,0.4279835390946502,695,-0.00045643808774370486,0.0018715271359150659,,
test,p2_exit_after_h2_no_selected,-0.002,9281,7609,0.819846999245771,1672,-0.009917833960232847,-0.002596107586839621,,
test,p2_exit_after_h2_no_selected,-0.0015,9281,7229,0.7789031354379916,2052,-0.009215932205598359,-0.002596107586839621,,
test,p2_exit_after_h2_no_selected,-0.001,9281,6778,0.7303092339187588,2503,-0.008460227173660862,-0.002596107586839621,,
test,p2_exit_after_h2_no_selected,-0.0005,9281,6263,0.6748195237582157,3018,-0.007758473325031612,-0.002596107586839621,,
test,p2_exit_after_h2_no_selected,0.0,9281,5717,0.6159896562870381,3564,-0.007149626475454882,-0.002596107586839621,,
test,p2_exit_after_h2_no_selected,0.0005,9281,5098,0.5492942570843659,4183,-0.0065238342135247734,-0.002596107586839621,,
test,p2_exit_after_h2_no_selected,0.001,9281,4504,0.4852925331322056,4777,-0.006026164817051283,-0.002596107586839621,,
test,p2_exit_after_h2_no_selected,0.0015,9281,3923,0.4226915203103114,5358,-0.005563924170603366,-0.002596107586839621,,
test,p2_exit_after_h2_no_selected,0.002,9281,3373,0.36343066479905184,5908,-0.00516306778006855,-0.002596107586839621,,
test,p2_exit_after_h2_no_selected,0.0025000000000000005,9281,2838,0.30578601443809933,6443,-0.004781884886184782,-0.002596107586839621,,
test,p2_exit_after_h2_no_selected,0.003,9281,2308,0.24868009912724923,6973,-0.004390434090454344,-0.002596107586839621,,
test,p2_exit_after_h2_no_selected,0.0034999999999999996,9281,1885,0.2031031138885896,7396,-0.0041051325285178875,-0.002596107586839621,,
test,p2_exit_after_h2_no_selected,0.004,9281,1563,0.16840857666199763,7718,-0.0038847511368311355,-0.002596107586839621,,
test,p2_exit_after_h2_no_selected,0.0045000000000000005,9281,1267,0.13651546169593795,8014,-0.0036719468983747103,-0.002596107586839621,,
test,p2_exit_after_h2_no_selected,0.005,9281,1036,0.11162590238120892,8245,-0.0035050952927814477,-0.002596107586839621,,
